;accountName;saleDate;totaltransactions;avgprice;lastprice;differentip;lifespan;number_of_week;weekend;lastmethod;country;orderfreq;return
513;4132779ea943357e1b0cebd83236;2010;41;10.0243902439;10.0;24;352;2;0;40;50;8.58536585366;0
515;35116629cfd8c529a1e466231c3c;2010;2;20.0;20.0;1;5;4;0;30;90;2.5;0
516;aee96192e3612d30d9dbc62de833;2010;1;10.0;10.0;1;1;0;0;40;50;1.0;0
517;f45efcd76d801d381035f80a3905;2010;2;47.5;75.0;1;2;2;0;30;90;1.0;0
521;f556103b349dfdc43e1aff589ad4;2010;203;15.6403940887;10.0;192;1200;3;0;40;50;5.91133004926;0
527;97a9d330e236c8d067f01da1894a;2010;3;6.66666666667;5.0;1;614;6;1;30;90;204.666666667;0
528;ae3c0c1ec89d1b1150cd2cec12c7;2010;3;10.0;10.0;3;20;0;0;40;50;6.66666666667;0
529;771d15af3514a280e7f20bf51ec1;2010;11;12.2727272727;10.0;10;463;2;0;10;15;42.0909090909;0
534;fc9a734f6e4256f8844fcee62a79;2010;16;10.0;10.0;14;767;5;1;40;32;47.9375;0
535;4b8fae94abee579de3dfe5ba6574;2010;2;20.0;20.0;1;13;0;0;30;90;6.5;0
536;a0ab5813285b193a6490e86ea5ac;2010;2;35.0;20.0;1;12;6;1;30;90;6.0;0
539;cf358c48d56d4058dacfde0af62d;2010;9;10.0;10.0;7;890;2;0;40;30;98.8888888889;0
545;8126bdb57f35959a9fa5edf12d77;2010;6;15.8333333333;25.0;4;973;0;0;40;15;162.166666667;0
551;04c114b6921dda9718f3c4636f92;2010;1;20.0;20.0;1;1;2;0;10;15;1.0;0
555;07c12c228245cf7816748f8150fb;2010;20;19.0;10.0;8;508;5;1;10;90;25.4;0
556;3f9314ec8a0d7cc452bf1c8b3e08;2010;12;19.5825;14.99;4;476;1;0;30;90;39.6666666667;0
557;540b5bc1e8a565d952955f0256fa;2010;3;10.0;10.0;2;19;6;1;40;50;6.33333333333;0
558;251323a2a4735dae5092912d9394;2010;13;17.6923076923;20.0;4;339;4;0;10;15;26.0769230769;0
562;fc4c91ab9b4d4290f471c74c8821;2010;15;10.0;10.0;14;98;1;0;40;50;6.53333333333;0
563;3135d1de93d007c43467a06addce;2010;5;7.0;10.0;5;115;4;0;10;15;23.0;0
564;ae074b0e680a9d4b8d19b706a923;2010;22;10.0;10.0;22;267;2;0;40;32;12.1363636364;0
568;3c039428211c2356d692cdc04e8c;2010;16;10.3125;10.0;13;103;6;1;40;50;6.4375;0
573;390afbb8d721c88c90590c5b6515;2010;3;13.3333333333;10.0;3;6;0;0;10;90;2.0;0
577;c3c61165777bab2a5e9758d4ba93;2010;1;5.0;5.0;1;1;2;0;10;15;1.0;0
582;8c395d0f7a484f40524760ed3f1a;2010;13;9.23076923077;5.0;2;122;4;0;30;90;9.38461538462;0
583;8d15f06bef1fb8136f8f0a14b9da;2010;1;5.0;5.0;1;1;2;0;40;40;1.0;0
588;bf8bcb104de02d61eca999fea8b8;2010;1;10.0;10.0;1;1;2;0;40;32;1.0;0
594;8beace7120aa9aaba6b522554ee6;2010;10;15.5;20.0;9;57;3;0;40;50;5.7;0
600;6ad598dccc700d8de123bc3cb6bf;2010;9;7.77777777778;10.0;8;62;2;0;30;90;6.88888888889;0
603;dff5cc89017cfb48349f8712c15c;2010;11;16.3636363636;25.0;7;135;4;0;40;40;12.2727272727;0
610;7817a0806f59b642586bac0ddc07;2010;16;21.875;10.0;4;314;2;0;30;90;19.625;0
611;8fb490c0227f2ab0d4a07badb63e;2010;10;20.5;30.0;4;1116;5;1;80;15;111.6;0
614;0fb22dd9223922d1967dc6af7e28;2010;4;5.0;5.0;1;40;1;0;10;90;10.0;0
615;bbc4057a33ff7d44b3d61826d9e4;2010;3;20.0;20.0;3;21;2;0;10;90;7.0;0
616;d29f4b28350e7182a6d489116166;2010;2;20.0;20.0;2;24;6;1;10;15;12.0;0
618;102c0dcf93be0bd31c7fb2058fc3;2010;11;18.6363636364;20.0;2;39;0;0;10;15;3.54545454545;0
621;a458d1b0d7cd3bbdb6cefd4841d9;2010;25;10.6384;0.99;21;1129;5;1;1000;32;45.16;0
622;d4d93bd9926059085e933bbbc827;2010;1;10.0;10.0;1;1;3;0;40;50;1.0;0
623;bb85937d8962fd4f60068afa9fa7;2010;2;12.5;5.0;1;1;3;0;40;32;0.5;0
625;9a6266dd0add78f4660bbb99947a;2010;1;20.0;20.0;1;1;3;0;10;90;1.0;0
626;2b0eb3f14cf42bcc229ad746f88b;2010;5;10.4;10.0;1;4;0;0;10;90;0.8;0
629;0d07bdc04bbad10ef8d5241c266f;2010;1;5.0;5.0;1;1;4;0;30;90;1.0;0
631;df203672192f4cadc9bd6af8e9f1;2010;4;33.75;20.0;3;14;3;0;30;90;3.5;0
640;c992ce12753adf9a80c7d5c874f7;2010;9;30.5555555556;25.0;7;956;0;0;40;32;106.222222222;0
642;1946efb743e4c950bafa9d783ee2;2010;14;10.0;10.0;12;138;2;0;40;50;9.85714285714;0
643;a6ce62e1f7cd90635489ff7460fc;2010;2;10.0;10.0;1;1;4;0;40;32;0.5;0
646;2dac06fbd5f14596d71b3e03fe8c;2010;27;16.4814814815;20.0;3;134;4;0;10;15;4.96296296296;0
653;66bd5bffb98dbdcd88895ba48383;2010;17;20.0;20.0;2;1142;5;1;30;90;67.1764705882;1
656;39498c13431fe11c55ada0be09f3;2010;9;13.0;5.0;4;211;5;1;30;90;23.4444444444;0
664;c2a2e3527e1515f31b6778a54bf0;2010;37;18.027027027;5.0;2;462;4;0;10;90;12.4864864865;0
670;bcd9e2c8797076e01094abbb93de;2010;3;10.0;10.0;2;83;2;0;40;50;27.6666666667;0
677;074e91b19cd847f0cf4dc3754e40;2010;2;2.0;2.0;2;126;4;0;10;87;63.0;0
678;666c210d1000bfa796739de27d21;2010;4;13.0;2.0;2;6;4;0;10;90;1.5;0
680;35d18430d94029a3f9f26232c206;2010;1;10.0;10.0;1;1;5;1;40;30;1.0;1
682;144987b38acb8e1268b25f216703;2010;24;11.6666666667;10.0;20;101;0;0;40;50;4.20833333333;0
688;c74ad6b6bbfe01fc7dd3fdd7585e;2010;47;6.68723404255;2.0;13;709;0;0;40;90;15.085106383;0
690;0dcd7729dc65fc519cfdd97f3cfa;2010;3;10.0;10.0;1;30;0;0;10;90;10.0;0
692;8f8564cf5e15ac005c3877bf299e;2010;6;15.8333333333;10.0;2;24;0;0;40;32;4.0;0
699;dde665cb1024e99501b4c7a6e984;2010;47;12.4468085106;20.0;1;333;2;0;10;90;7.08510638298;0
707;bd61bd836a5c7eb16c11b4069eeb;2010;3;16.6666666667;20.0;1;26;4;0;30;90;8.66666666667;0
708;1779704b02411142ad7ae907b8db;2010;1;10.0;10.0;1;1;6;1;40;32;1.0;0
711;96673bfc364081075ed93b7609ae;2010;23;10.0;10.0;22;308;6;1;40;50;13.3913043478;0
715;d52c6c2f2a797bc7249ced8bbf56;2010;1;20.0;20.0;1;1;6;1;40;50;1.0;0
716;2796422c8a28437887c1f9d5d2f8;2010;1;20.0;20.0;1;1;6;1;30;90;1.0;0
718;30e859c9f9d97b00addaeea6871c;2010;1;5.0;5.0;1;1;6;1;40;50;1.0;0
720;d858f8f3266309111ff2af8c2891;2010;31;17.8387096774;10.0;6;1303;0;0;30;90;42.0322580645;1
721;c3b35c5e565ad06218cdeadd4499;2010;11;10.0;10.0;10;168;5;1;40;50;15.2727272727;0
722;b2dd8134d73fa0d86c463fd3966d;2010;7;10.0;10.0;7;87;2;0;40;50;12.4285714286;0
724;f1d88a4ac154777012f293f4f13c;2010;5;6.0;20.0;1;15;0;0;10;90;3.0;0
728;ee15668e3c7df50b51996c501b45;2010;2;15.0;10.0;2;315;6;1;40;50;157.5;0
736;00fb84f07d26ae2ecc50d88b5b0d;2010;16;16.875;20.0;1;274;0;0;10;90;17.125;0
738;a81ab170e4dba2c0cc7b7279b1d7;2010;1;20.0;20.0;1;1;0;0;30;90;1.0;0
740;f93cf60ab64030e63061d0f304e9;2010;1;1.0;1.0;1;1;0;0;10;90;1.0;0
741;b893972d8b6f7152051948ac5aff;2010;1;5.0;5.0;1;1;0;0;10;90;1.0;0
743;cace78edd8491a7284f48bdbc183;2010;1;20.0;20.0;1;1;0;0;40;50;1.0;0
744;4c50271c2255a190123b6ded5d49;2010;9;10.5555555556;10.0;7;251;6;1;40;50;27.8888888889;0
745;4922dfdd2c1f0df29f9baae6a5b5;2010;3;16.6666666667;20.0;1;20;5;1;30;90;6.66666666667;0
746;b61715f4a05dfed0cace0e82a075;2010;2;3.0;1.0;1;2;2;0;10;90;1.0;0
747;fa9a4b3ea537ba5eb7f8d1aef6fd;2010;1;20.0;20.0;1;1;0;0;10;90;1.0;0
749;f25f77f2721e40d122563cf92060;2010;2;7.5;5.0;1;28;0;0;10;90;14.0;0
750;64eb50c12d8b5294651b243f24f6;2010;16;9.0625;5.0;3;1436;1;0;30;90;89.75;1
756;745a34dfc8287e66f83c3edc29e0;2010;1;10.0;10.0;1;1;0;0;40;32;1.0;0
757;6e06570a3ba8cc62b58fa3ea4822;2010;4;18.0;1.0;3;637;0;0;1000;15;159.25;0
761;00277bae6c4cbd3279709dd5f72d;2010;2;10.0;10.0;2;236;5;1;40;50;118.0;0
767;98469dc8ff74a19d8012cb8f18cb;2010;1;5.0;5.0;1;1;0;0;30;90;1.0;0
768;37e8fa13e4c6e8a5dc0ce34985b1;2010;1;20.0;20.0;1;1;0;0;10;90;1.0;0
770;67df1c5743fe5598081b094758fa;2010;1;20.0;20.0;1;1;1;0;10;90;1.0;0
771;02ca1a6fcf980a7baf2ad07c0819;2010;1;10.0;10.0;1;1;1;0;10;90;1.0;0
772;b24c1187d2a75eed99a28b2c24e5;2010;1;10.0;10.0;1;1;1;0;10;15;1.0;0
773;3ef1a9b0663c64786a460c407d91;2010;1;20.0;20.0;1;1;1;0;10;90;1.0;0
775;535787f90e849c649ffcba902154;2010;1;2.0;2.0;1;1;1;0;10;90;1.0;0
776;86ff242062c1c916a4aa034c0e35;2010;31;13.064516129;10.0;21;543;4;0;40;50;17.5161290323;0
778;b48ce283f2f704173dcbc705ce41;2010;1;10.0;10.0;1;1;1;0;40;50;1.0;0
781;aea29339f6ee0224f04098265b89;2010;1;5.0;5.0;1;1;1;0;10;32;1.0;0
782;7ef5fa9f5ba87d004e53be7c9a76;2010;3;5.0;5.0;3;384;6;1;10;32;128.0;0
784;b1be2f9690df79f1ed0a64823db5;2010;19;16.8421052632;10.0;2;1389;4;0;40;90;73.1052631579;0
786;f728560eb16f9b8288d8aa1c5550;2010;4;10.0;10.0;3;585;4;0;40;32;146.25;0
787;4e70a9a374c57e66b6b111e335f8;2010;16;6.3125;10.0;3;617;2;0;10;90;38.5625;0
791;3aa0a4578fa9b78708c8c45a0e74;2010;2;5.0;5.0;1;18;5;1;10;90;9.0;0
794;48af04376da0daf229ce49a2fb0f;2010;3;11.6666666667;20.0;3;1342;5;1;80;15;447.333333333;0
795;a4110985ed625774cf33b992a5c5;2010;3;10.0;10.0;3;132;0;0;40;50;44.0;0
797;c3c453114ad6c73af9980e7f07e5;2010;2;15.0;20.0;2;21;1;0;10;15;10.5;0
798;3246aa1bcc20547f08b0f4fa245e;2010;2;5.0;5.0;1;29;2;0;10;90;14.5;0
805;3378a99753d940310244bf366b70;2010;24;17.6666666667;50.0;6;1018;4;0;40;15;42.4166666667;0
808;27338858e10b2b3d7e97fa0ab998;2010;7;15.0;20.0;1;312;4;0;10;90;44.5714285714;0
809;f16bcb0ac66268c4a65ce6c1feeb;2010;6;9.16666666667;10.0;6;194;5;1;40;50;32.3333333333;0
810;e07c0c073e459da87609d3c7cda7;2010;2;15.0;20.0;1;7;1;0;30;90;3.5;0
811;d652c78e4b4a33f11b16a6387f48;2010;1;5.0;5.0;1;1;1;0;40;50;1.0;0
812;6fde9bcd05e3a866911488fb55f6;2010;1;20.0;20.0;1;1;2;0;30;90;1.0;0
821;3d57635ef1df1da7f51d2f57edee;2010;29;10.0;10.0;28;1253;2;0;40;50;43.2068965517;0
823;c6ea152621b6c6c33cf213d0eaa5;2010;13;20.7692307692;75.0;1;167;1;0;30;90;12.8461538462;0
824;7d8327550555e790fc6f57964516;2010;1;5.0;5.0;1;1;2;0;40;32;1.0;0
828;02305364d0699c94d8f83e26412a;2010;1;10.0;10.0;1;1;2;0;40;40;1.0;0
831;b0c21e59af83ea70abd823ffe0fe;2010;2;7.5;5.0;1;13;1;0;10;90;6.5;0
834;a26560f1121ded74b40efe89c8a6;2010;6;14.1666666667;10.0;4;167;0;0;40;32;27.8333333333;0
836;a7ed5e1e5503883f50d42c376bce;2010;4;11.25;10.0;2;6;1;0;40;50;1.5;0
844;591033363cc2e486a4ee2ed4ae61;2010;1;10.0;10.0;1;1;2;0;10;15;1.0;0
849;83bc4f672f3dfe1fbd38d54c1c4e;2010;2;7.5;10.0;1;14;2;0;10;90;7.0;0
850;3b9a79741a3c898ef22885b7a692;2010;1;20.0;20.0;1;1;2;0;30;90;1.0;0
855;5bc1dd25e834c0becb396954bb10;2010;15;20.3333333333;20.0;5;844;6;1;30;90;56.2666666667;0
856;a25bfd8a097e3bb7a807b4a55595;2010;38;8.42105263158;10.0;37;1277;5;1;40;50;33.6052631579;0
857;21b00f293b19e137892e9e8a4b29;2010;4;10.0;10.0;4;7;2;0;40;50;1.75;0
860;f141d7a52ec50d1cdda127d288d1;2010;3;2.33333333333;2.0;2;230;2;0;40;50;76.6666666667;0
863;9ff2856026a8b830322c21ec08cb;2010;8;11.875;3.0;3;131;0;0;40;15;16.375;0
865;496f1deeccae199176ade93c145d;2010;4;20.0;20.0;3;10;5;1;10;32;2.5;0
872;99b7880a9cb0b9a8b18b5375a9f1;2010;1;5.0;5.0;1;1;3;0;10;15;1.0;0
873;bd169c01101fc15698c8a7af09d9;2010;25;7.76;1.0;3;664;1;0;40;11;26.56;0
875;3d19384e8df40fd3649f8bee70ed;2010;1;20.0;20.0;1;1;3;0;40;43;1.0;0
876;51b218b995cd7135d4d1db8d3490;2010;1;3.0;3.0;1;1;3;0;40;50;1.0;0
881;e3df0ba381ed00165143cd1a6cd7;2010;1;5.0;5.0;1;1;3;0;40;43;1.0;0
883;744bcff9f00d39ce991c839e1c9d;2010;4;5.0;5.0;2;53;0;0;10;90;13.25;0
884;cd368b7dd8a02d8ab577006ef5dd;2010;2;12.5;20.0;2;1;4;0;40;32;0.5;0
886;e2ddb699f40ccc31d12ed9deb01a;2010;6;20.0;20.0;5;84;3;0;10;90;14.0;0
888;46ad3467843c9f1d4967fde500b3;2010;1;20.0;20.0;1;1;3;0;10;32;1.0;0
889;3052a76228c0d0ccccb094409d47;2010;17;10.0;10.0;15;414;3;0;40;40;24.3529411765;0
890;5dbfcd29092eeb8ae8a949a42cad;2010;33;7.06060606061;10.0;28;714;3;0;40;50;21.6363636364;0
901;1213a053eac13b5e3e6bc0263de6;2010;1;10.0;10.0;1;1;4;0;40;50;1.0;0
908;e1310bf443da99909b65f081af27;2010;1;20.0;20.0;1;1;4;0;10;32;1.0;0
909;4a1d0990bb5fdede4e3ff3184102;2010;18;15.8333333333;10.0;13;124;1;0;10;32;6.88888888889;0
918;1f90c13ac8c2fe44c0dea6a60a1c;2010;8;8.625;10.0;6;127;5;1;40;32;15.875;0
926;ed0a4e30188260a733cdc4b754ae;2010;11;5.90909090909;10.0;2;350;3;0;10;90;31.8181818182;0
931;59589ad4ffcddcda25ce87d47319;2010;2;10.0;10.0;2;273;4;0;40;15;136.5;0
933;0701dae9cb55f835dab6e0746964;2010;1;20.0;20.0;1;1;4;0;30;90;1.0;0
936;b2f793da4c8b4c179ee8da8967bd;2010;88;16.1477272727;10.0;57;468;2;0;40;100;5.31818181818;0
937;dfd93d2f06e00eed4b328e904725;2010;2;20.0;20.0;2;2;6;1;10;32;1.0;0
947;f88caed7d52259b024427df234f2;2010;2;35.0;20.0;2;33;2;0;40;50;16.5;0
948;b0d9ab7538af92d59c401f7cb022;2010;1;1.0;1.0;1;1;5;1;40;32;1.0;0
949;c90405568d57696dde5d3dfeff65;2010;3;40.0;50.0;2;38;0;0;30;90;12.6666666667;0
952;a2e984047b0312fa8d6435c189cf;2010;1;10.0;10.0;1;1;5;1;40;32;1.0;0
953;2059b4870d9e86ebe0a8f1c0496d;2010;2;1.0;1.0;2;2;6;1;40;50;1.0;0
955;b64000533a7b0cbd72a7e16a6257;2010;8;5.75;2.0;5;367;0;0;40;50;45.875;0
957;5d9038ceebfe9347e748025b60c3;2010;10;17.0;10.0;9;472;1;0;40;50;47.2;0
962;df772146f2037081819360e9fbdf;2010;5;8.998;5.0;1;926;0;0;30;90;185.2;0
968;16ca0949701a91da1d32206cc989;2010;4;10.0;10.0;4;14;5;1;40;50;3.5;0
969;d059da8eded285577c3bb0d04bab;2010;1;5.0;5.0;1;1;5;1;10;90;1.0;0
972;8f256bc6b0e1053f891a8839b9d0;2010;7;10.0;10.0;7;212;0;0;40;50;30.2857142857;0
973;d8e69b07fec531272dc555bc96b1;2010;3;5.66666666667;2.0;2;705;3;0;1000;15;235.0;0
975;f0202376978da7e55286018a72d5;2010;2;6.0;2.0;2;13;4;0;40;50;6.5;0
982;549e135fa1fdcde306b1d0297817;2010;34;10.4411764706;10.0;2;321;4;0;40;50;9.44117647059;0
985;999c62d3977359bc34238880637d;2010;2;15.0;20.0;2;29;6;1;40;50;14.5;0
986;a0ce18bff67099d32c71ca3f6711;2010;4;20.0;20.0;1;1;6;1;10;32;0.25;0
990;6f60129ce0e26e4646965778aefc;2010;5;3.8;1.0;2;66;1;0;40;50;13.2;0
994;8bdf268e0657772e3d9acb201ad0;2010;9;13.3333333333;10.0;5;102;3;0;40;50;11.3333333333;0
996;276084e1029d3b2b06412e94d6cd;2010;3;7.33333333333;10.0;1;343;5;1;10;90;114.333333333;0
1002;e4d9c1c394e658481e457b8bee13;2010;12;10.4166666667;10.0;10;119;5;1;40;50;9.91666666667;0
1011;81e2644126def1ffbdebc6fa4147;2010;1;10.0;10.0;1;1;0;0;10;90;1.0;0
1012;a3c00e6745066192c1865b8e8212;2010;7;10.0;10.0;7;27;6;1;40;50;3.85714285714;0
1024;d39cdf7daa02e9d0868cb5300f69;2010;1;10.0;10.0;1;1;0;0;40;30;1.0;0
1025;a6d2726fa51df939cea137178195;2010;1;10.0;10.0;1;1;0;0;40;50;1.0;0
1026;a07262237d4ed9bdf1ae00ae5e87;2010;142;10.0;10.0;3;1410;2;0;40;90;9.92957746479;1
1027;9712d026823f09cad682a94937ad;2010;13;13.4615384615;25.0;9;195;5;1;40;50;15.0;0
1028;b66daca0809848d72ad2b10d7eff;2010;4;10.0;10.0;4;97;6;1;40;50;24.25;0
1032;a70e9f05e60dc358a28506d928be;2010;25;5.4;5.0;2;390;4;0;10;90;15.6;0
1037;7b99509a9aba078ade4e180ac2c8;2010;2;10.0;10.0;2;4;4;0;40;50;2.0;0
1041;cdeb36712fa62360b32514a2afb7;2010;1;5.0;5.0;1;1;0;0;10;32;1.0;0
1042;3f4f6e061e6584bb6f633b054998;2010;8;23.75;50.0;6;88;4;0;40;32;11.0;0
1044;7d5bf3ce7717333692be639efcc3;2010;2;47.5;75.0;1;4;3;0;30;90;2.0;0
1046;52e3365fb237dadbe3e61d9f1e64;2010;1;10.0;10.0;1;1;0;0;40;30;1.0;0
1047;c3c143f591a4d92e832cb0bc777c;2010;17;10.0;10.0;17;326;4;0;40;32;19.1764705882;0
1048;6d14a0604eff87d1504ce64fe80d;2010;6;21.6666666667;30.0;1;74;4;0;30;90;12.3333333333;0
1049;9efd094d1aa4eeb29c4dda3ecfb9;2010;1;10.0;10.0;1;1;0;0;10;32;1.0;0
1050;2b9f40070cb0b893f46628347227;2010;5;21.0;25.0;2;202;0;0;30;90;40.4;0
1059;c6ef59cfb1cc2a9d454df2a0a2b3;2010;6;17.0;20.0;4;76;0;0;10;15;12.6666666667;0
1063;262f764b3ef3859bc1c438ac2f22;2010;1;2.0;2.0;1;1;1;0;10;90;1.0;0
1065;e15e37e81a522d84e9dd09f594fa;2010;2;7.5;10.0;1;1;1;0;10;90;0.5;0
1070;05748c9c3d43244cb31cdf1d70b5;2010;69;39.9997101449;25.0;16;1394;2;0;30;90;20.2028985507;1
1071;22d002b8a04fdb4f08e18ec59c84;2010;3;10.0;10.0;3;31;4;0;40;50;10.3333333333;0
1075;40f52d08243961e7536746ce2676;2010;2;10.0;10.0;2;27;0;0;40;50;13.5;0
1077;7eee661b920bd89411d20e5e85cc;2010;13;7.46153846154;10.0;8;57;2;0;40;50;4.38461538462;0
1091;50620f3e0e81c78547e3af4d19c5;2010;39;9.82051282051;10.0;3;1094;3;0;40;90;28.0512820513;0
1095;31ba62971cfbced74a177243979b;2010;4;7.5;10.0;1;65;4;0;10;90;16.25;0
1098;ea14623360cf85d7d4600a0972e1;2010;4;20.0;20.0;2;423;5;1;10;90;105.75;0
1099;79feea4d14d9bbd940db0e53a5bf;2010;1;5.0;5.0;1;1;2;0;10;90;1.0;0
1100;e1fc4014a87da895f3009e54c1d2;2010;4;10.0;10.0;4;313;0;0;40;30;78.25;0
1102;d6c3490b438d41be781a73d4fa73;2010;6;10.0;10.0;4;38;4;0;40;50;6.33333333333;0
1118;6c6c00d22e9a1079d04bcd7fc24d;2010;6;7.16666666667;5.0;5;52;5;1;40;50;8.66666666667;0
1119;bccf4745a5a561f76c372bbfb93c;2010;10;7.7;5.0;8;52;5;1;40;50;5.2;0
1127;dfaf393cf33409337d14fe6238b0;2010;1;10.0;10.0;1;1;3;0;30;90;1.0;0
1130;9321c03e562a77181ee6fbef1deb;2010;1;20.0;20.0;1;1;3;0;10;90;1.0;0
1132;1559ae6d1e8e9e24419dc1362271;2010;31;10.0;10.0;30;932;4;0;40;111;30.064516129;0
1142;cbcd3f3731c548a061d076b07c7d;2010;6;11.6666666667;5.0;5;67;0;0;40;32;11.1666666667;0
1163;dda08a14672ac41858831b792a7d;2010;3;30.0;20.0;1;27;3;0;10;90;9.0;0
1164;b3bce5bc7a6154f30d33a82f0970;2010;1;1.0;1.0;1;1;4;0;40;40;1.0;0
1172;a5c9b5a832eaffceac7ee4020230;2010;3;10.0;10.0;3;45;0;0;40;50;15.0;0
1176;9f6b81faef209f6a22a94ccce056;2010;1;1.0;1.0;1;1;4;0;10;90;1.0;0
1181;908dfa31af4b42cab966ee25a6e8;2010;24;13.75;10.0;13;62;3;0;10;15;2.58333333333;0
1190;a02928e7f886553fca046c3deada;2010;8;4.625;1.0;1;186;1;0;10;90;23.25;0
1193;73e45ab80aac5e03543aa0e9c2eb;2010;21;9.14285714286;10.0;10;192;0;0;40;50;9.14285714286;0
1196;e3c04dd2d7c346bfd072e2ef11b9;2010;1;10.0;10.0;1;1;4;0;40;50;1.0;0
1202;cd004b2baf791ad51367743897d5;2010;4;11.25;10.0;2;317;6;1;30;90;79.25;0
1205;56368322b6438344aef04ece93e8;2010;3;8.33333333333;10.0;2;365;5;1;10;90;121.666666667;0
1207;7755d1faa4dc22d091d7480e32f7;2010;7;5.42857142857;5.0;1;234;0;0;10;90;33.4285714286;0
1211;c8858089738e0160c34395958b8d;2010;1;5.0;5.0;1;1;5;1;30;90;1.0;0
1215;621f712b864f3589a0255003fa60;2010;4;8.75;5.0;4;22;5;1;40;50;5.5;0
1220;62ace6051a7f2d73702066b656f1;2010;8;11.25;10.0;6;110;3;0;40;50;13.75;0
1232;99066335ec3bbcc733999d3b0f31;2010;1;10.0;10.0;1;1;5;1;10;32;1.0;1
1234;7ae755b8ac4ec20434fbc7bc6bc6;2010;19;7.15789473684;4.5;2;850;0;0;1000;43;44.7368421053;0
1239;22327cfcd704def69df87c7b9cb9;2010;9;10.0;10.0;2;311;1;0;40;30;34.5555555556;0
1243;77c11b504cf90f06586ea00ee1df;2010;4;5.0;5.0;2;171;1;0;10;90;42.75;0
1249;a8850740c7be302ad8671592d614;2010;2;2.0;1.0;1;1;6;1;10;32;0.5;0
1253;b0b92531fefd5435b2a5629c02ab;2010;6;18.3333333333;20.0;4;49;5;1;40;50;8.16666666667;0
1254;01d9a0bb08527058c661c9f2e77e;2010;4;20.0;10.0;3;332;1;0;10;32;83.0;0
1257;6a96a23600a82d2abb3a28421483;2010;4;11.25;10.0;2;19;4;0;10;90;4.75;0
1258;0467b05b86034ad6d1eab70a5f14;2010;12;10.0;10.0;10;1116;1;0;40;50;93.0;0
1260;9306d6e67d1dec2e6f75c1823943;2010;1;5.0;5.0;1;1;6;1;10;90;1.0;0
1262;133a15680955bb740478ce65cf2c;2010;4;10.0;10.0;4;844;3;0;40;50;211.0;0
1263;1ffbba111aabb4b2876b9df89551;2010;1;5.0;5.0;1;1;6;1;10;90;1.0;0
1270;9536abaac1ca1cfd9cb4e6d414de;2010;31;12.5806451613;10.0;9;124;4;0;40;32;4.0;0
1280;3c4ffddf8d1930d0a0b899dee7ae;2010;3;6.66666666667;5.0;1;95;4;0;10;90;31.6666666667;0
1282;2d35f384675e1c1fee8562690940;2010;3;10.0;5.0;1;16;1;0;30;90;5.33333333333;0
1291;bba8925ad329573d54da39b52a0a;2010;1;10.0;10.0;1;1;0;0;40;40;1.0;0
1292;0b47bccd2e10c81139bad2a304de;2010;15;13.6666666667;5.0;1;61;5;1;30;90;4.06666666667;0
1295;c4060f7c4dec02b91d06ba40cd0b;2010;3;25.0;50.0;2;42;0;0;40;50;14.0;0
1300;4b85828d48449324ee1ed3e419b8;2010;4;7.75;1.0;4;570;3;0;40;50;142.5;0
1301;fcfce110029acf7c49677c0d32da;2010;2;10.0;10.0;2;99;2;0;40;50;49.5;0
1304;226653932736e2a7bc542c0f8aa1;2010;3;16.6666666667;10.0;1;8;1;0;10;32;2.66666666667;0
1307;7c5871b31261be587d9517eabcf6;2010;4;3.25;10.0;2;23;2;0;40;50;5.75;0
1313;397e21101aa15d66d535e43febac;2010;10;10.0;10.0;1;146;0;0;10;90;14.6;0
1317;5d79e9264edf4d4fc7e7ff9f0068;2010;1;10.0;10.0;1;1;1;0;40;50;1.0;0
1320;d3f14c5b7b2672de9a04e8cf5abc;2010;13;11.9230769231;25.0;11;243;6;1;40;50;18.6923076923;0
1321;f22044bac1b11e91cadaad1132b5;2010;1;5.0;5.0;1;1;1;0;10;90;1.0;0
1323;9047dbc858df4c1d0bfcdbe7add9;2010;1;20.0;20.0;1;1;1;0;10;90;1.0;0
1328;6d539080fe89d0f0cf8e2bb358e3;2010;4;5.25;10.0;2;210;1;0;10;90;52.5;0
1338;9c9c882b3a92ae514e28dcb9a6ef;2010;31;8.38709677419;10.0;4;370;0;0;10;90;11.935483871;0
1341;9ae73bae5029dc769b314ce2fd89;2010;2;7.5;5.0;2;13;0;0;10;15;6.5;0
1354;5c55d2746d3c6690588ff9b53583;2010;1;20.0;20.0;1;1;2;0;10;90;1.0;0
1357;a3f8d733c3669cc74fe80b2097da;2010;1;10.0;10.0;1;1;2;0;40;50;1.0;0
1371;7b6fb712a762e34c987f94559b5b;2010;1;10.0;10.0;1;1;3;0;40;50;1.0;0
1388;73a31adf20c80757c02c72c6f091;2010;2;1.0;1.0;1;1;3;0;10;90;0.5;0
1390;527106c2ca419bc7b43bd5c7b939;2010;1;20.0;20.0;1;1;3;0;30;90;1.0;0
1391;f925aaaa354d0d6be30fec2a760d;2010;1;20.0;20.0;1;1;3;0;10;90;1.0;0
1392;61d00fcfc6367b07c93bebdd565f;2010;7;14.2857142857;10.0;2;597;5;1;10;90;85.2857142857;0
1394;cfcd165d6669e75364af491f0e44;2010;2;12.5;15.0;2;192;6;1;30;90;96.0;0
1398;a5eb9bf979cb3ae3df991d7a3477;2010;1;20.0;20.0;1;1;3;0;30;90;1.0;0
